,Time,Wate,Action,Reward,Sum_reward
0,1.0,0.0,[52],10,7476
1,2.0,0.0,[48],10,7476
2,3.0,0.0,[52],10,7476
3,4.0,0.0,[64],10,7476
4,5.0,0.0,[8],10,7476
5,6.0,0.0,[64],10,7476
6,7.0,0.0,[24],10,7476
7,8.0,0.0,[64],10,7476
8,9.0,0.0,[24],10,7476
9,10.0,0.0,[64],10,7476
10,11.0,0.0,[48],10,7476
11,12.0,0.0,[16],10,7476
12,13.0,0.0,[64],10,7476
13,14.0,0.0,[32],10,7476
14,15.0,0.0,[16],10,7476
15,16.0,0.0,[52],10,7476
16,17.0,0.0,[8],10,7476
17,18.0,0.0,[24],10,7476
18,19.0,0.0,[52],10,7476
19,20.0,0.0,[32],10,7476
20,21.0,0.0,[64],10,7476
21,22.0,0.0,[32],10,7476
22,23.0,0.0,[32],10,7476
23,24.0,0.0,[16],10,7476
24,25.0,0.0,[32],10,7476
25,26.0,0.0,[8],10,7476
26,27.0,0.0,[64],10,7476
27,28.0,0.0,[24],10,7476
28,29.0,0.0,[32],10,7476
29,30.0,0.0,[48],10,7476
30,31.0,0.0,[64],10,7476
31,32.0,0.0,[8],10,7476
32,33.0,0.0,[64],10,7476
33,34.0,0.0,[48],10,7476
34,35.0,0.0,[32],10,7476
35,36.0,0.0,[24],10,7476
36,37.0,0.0,[8],10,7476
37,38.0,0.0,[8],10,7476
38,39.0,0.0,[52],10,7476
39,40.0,0.0,[32],10,7476
40,41.0,0.0,[24],10,7476
41,42.0,0.0,[52],10,7476
42,43.0,0.0,[24],10,7476
43,44.0,0.0,[32],10,7476
44,45.0,0.0,[52],10,7476
45,46.0,0.0,[48],10,7476
46,47.0,0.0,[48],10,7476
47,48.0,0.0,[48],10,7476
48,49.0,0.0,[52],10,7476
49,50.0,0.0,[32],10,7476
50,51.0,0.0,[52],10,7476
51,52.0,0.0,[64],10,7476
52,53.0,0.0,[52],10,7476
53,54.0,0.0,[64],10,7476
54,55.0,0.0,[32],10,7476
55,56.0,0.0,[24],10,7476
56,57.0,0.0,[8],10,7476
57,58.0,0.0,[16],10,7476
58,59.0,0.0,[32],10,7476
59,60.0,0.0,[52],10,7476
60,61.0,0.0,[64],10,7476
61,62.0,0.0,[16],10,7476
62,63.0,0.0,[52],10,7476
63,64.0,0.0,[52],10,7476
64,65.0,0.0,[16],10,7476
65,66.0,0.0,[24],10,7476
66,67.0,0.0,[48],10,7476
67,68.0,0.0,[16],10,7476
68,69.0,0.0,[32],10,7476
69,70.0,0.0,[64],10,7476
70,71.0,0.0,[52],10,7476
71,72.0,0.0,[64],10,7476
72,73.0,0.0,[48],10,7476
73,74.0,0.0,[32],10,7476
74,75.0,0.0,[48],10,7476
75,76.0,0.0,[16],10,7476
76,77.0,0.0,[32],10,7476
77,78.0,0.0,[24],10,7476
78,79.0,0.0,[8],10,7476
79,80.0,0.0,[24],10,7476
80,81.0,0.0,[52],10,7476
81,82.0,0.0,[64],10,7476
82,83.0,0.0,[32],10,7476
83,84.0,0.0,[8],10,7476
84,85.0,0.0,[32],10,7476
85,86.0,0.0,[24],10,7476
86,87.0,0.0,[16],10,7476
87,88.0,0.0,[16],10,7476
88,89.0,0.0,[32],10,7476
89,90.0,0.0,[8],10,7476
90,91.0,0.0,[32],10,7476
91,92.0,0.0,[64],10,7476
92,93.0,0.0,[8],10,7476
93,94.0,0.0,[16],10,7476
94,95.0,0.0,[32],10,7476
95,96.0,0.0,[8],10,7476
96,97.0,0.0,[24],10,7476
97,98.0,0.0,[8],10,7476
98,99.0,0.0,[16],10,7476
99,100.0,0.0,[32],10,7476
100,101.0,0.0,[32],10,7476
101,102.0,0.0,[64],10,7476
102,103.0,0.0,[64],10,7476
103,104.0,0.0,[24],10,7476
104,105.0,0.0,[52],10,7476
105,106.0,0.0,[64],10,7476
106,107.0,0.0,[8],10,7476
107,108.0,0.0,[8],10,7476
108,109.0,0.0,[24],10,7476
109,110.0,0.0,4,10,7476
110,111.0,0.0,[8],10,7476
111,112.0,0.0,[16],10,7476
112,113.0,0.0,[16],10,7476
113,114.0,0.0,[64],10,7476
114,115.0,0.0,[24],10,7476
115,116.0,0.0,[52],10,7476
116,117.0,0.0,[52],10,7476
117,118.0,0.0,[52],10,7476
118,119.0,0.0,[24],10,7476
119,120.0,0.0,[52],10,7476
120,121.0,0.0,[16],10,7476
121,122.0,0.0,[64],10,7476
122,123.0,0.0,[16],10,7476
123,124.0,0.0,[32],10,7476
124,125.0,0.0,[48],10,7476
125,126.0,0.0,[8],10,7476
126,127.0,1.0,[8],10,7476
127,128.0,2.0,[52],10,7476
128,129.0,3.0,[52],10,7476
129,130.0,5.0,[64],10,7476
130,131.0,7.0,[16],10,7476
131,132.0,9.0,[32],10,7476
132,133.0,11.0,[64],10,7476
133,134.0,13.0,[52],10,7476
134,135.0,15.0,[64],10,7476
135,136.0,17.0,[52],10,7476
136,137.0,19.0,[52],10,7476
137,138.0,21.0,[64],10,7476
138,139.0,24.0,[52],10,7476
139,140.0,13.0,[52],10,7476
140,141.0,3.0,[16],10,7476
141,142.0,0.0,[32],10,7476
142,143.0,0.0,[48],10,7476
143,144.0,0.0,[32],10,7476
144,145.0,0.0,[8],10,7476
145,146.0,0.0,[48],10,7476
146,147.0,0.0,[48],10,7476
147,148.0,0.0,[8],10,7476
148,149.0,0.0,[52],10,7476
149,150.0,1.0,[32],10,7476
150,151.0,3.0,[64],10,7476
151,152.0,5.0,[8],10,7476
152,153.0,7.0,[8],10,7476
153,154.0,9.0,[48],10,7476
154,155.0,12.0,[32],10,7476
155,156.0,15.0,[48],10,7476
156,157.0,18.0,[16],10,7476
157,158.0,21.0,[16],10,7476
158,159.0,25.0,[64],10,7476
159,160.0,29.0,[32],10,7476
160,161.0,33.0,[32],10,7476
161,162.0,37.0,[8],10,7476
162,163.0,42.0,[24],10,7476
163,164.0,47.0,[24],10,7476
164,165.0,53.0,[8],10,7476
165,166.0,60.0,[16],10,7476
166,167.0,67.0,[64],10,7476
167,168.0,75.0,[32],10,7476
168,169.0,83.0,[64],10,7476
169,170.0,91.0,[48],10,7476
170,171.0,99.0,[24],10,7476
171,172.0,107.0,[32],10,7476
172,173.0,116.0,[52],10,7476
173,174.0,125.0,[64],10,7476
174,175.0,134.0,[8],10,7476
175,176.0,143.0,[16],10,7476
176,177.0,152.0,[24],10,7476
177,178.0,161.0,[8],10,7476
178,179.0,140.0,[16],10,7476
179,180.0,118.0,[16],10,7476
180,181.0,98.0,[24],10,7476
181,182.0,80.0,[64],10,7476
182,183.0,64.0,[8],10,7476
183,184.0,68.0,[8],10,7476
184,185.0,52.0,[64],10,7476
185,186.0,33.0,[24],10,7476
186,187.0,15.0,[52],10,7476
187,188.0,0.0,[64],10,7476
188,189.0,0.0,[24],10,7476
189,190.0,0.0,[24],10,7476
190,191.0,0.0,[48],10,7476
191,192.0,0.0,[24],10,7476
192,193.0,0.0,[8],10,7476
193,194.0,0.0,[48],10,7476
194,195.0,0.0,[52],10,7476
195,196.0,0.0,[16],10,7476
196,197.0,0.0,[16],10,7476
197,198.0,0.0,[16],10,7476
198,199.0,0.0,[16],10,7476
199,200.0,0.0,[32],10,7476
200,201.0,0.0,[32],10,7476
201,202.0,0.0,[52],10,7476
202,203.0,0.0,[64],10,7476
203,204.0,0.0,[64],10,7476
204,205.0,0.0,[16],10,7476
205,206.0,0.0,[32],10,7476
206,207.0,0.0,[52],10,7476
207,208.0,0.0,[64],10,7476
208,209.0,0.0,[24],10,7476
209,210.0,1.0,[32],10,7476
210,211.0,2.0,[32],10,7476
211,212.0,3.0,[64],10,7476
212,213.0,4.0,[32],10,7476
213,214.0,5.0,[32],10,7476
214,215.0,7.0,[8],10,7476
215,216.0,9.0,[8],10,7476
216,217.0,11.0,[64],10,7476
217,218.0,13.0,[48],10,7476
218,219.0,15.0,[32],10,7476
219,220.0,17.0,[64],10,7476
220,221.0,19.0,[52],10,7476
221,222.0,22.0,[52],10,7476
222,223.0,26.0,[8],10,7476
223,224.0,31.0,[48],10,7476
224,225.0,37.0,[8],10,7476
225,226.0,43.0,[8],10,7476
226,227.0,49.0,[32],10,7476
227,228.0,55.0,[64],10,7476
228,229.0,61.0,[48],10,7476
229,230.0,46.0,[48],10,7476
230,231.0,34.0,[64],10,7476
231,232.0,28.0,[52],10,7476
232,233.0,31.0,[48],10,7476
233,234.0,34.0,6,10,7476
234,235.0,37.0,[48],10,7476
235,236.0,40.0,[16],10,7476
236,237.0,43.0,[16],10,7476
237,238.0,46.0,[32],10,7476
238,239.0,50.0,[52],10,7476
239,240.0,54.0,[8],10,7476
240,241.0,59.0,[52],10,7476
241,242.0,64.0,[16],10,7476
242,243.0,70.0,[32],10,7476
243,244.0,76.0,[32],10,7476
244,245.0,82.0,[48],10,7476
245,246.0,88.0,[48],10,7476
246,247.0,95.0,[64],10,7476
247,248.0,102.0,[48],10,7476
248,249.0,110.0,[32],10,7476
249,250.0,118.0,[52],10,7476
250,251.0,126.0,[48],10,7476
251,252.0,134.0,[8],10,7476
252,253.0,143.0,[64],10,7476
253,254.0,153.0,[64],10,7476
254,255.0,163.0,[52],10,7476
255,256.0,173.0,[32],10,7476
256,257.0,183.0,[16],10,7476
257,258.0,193.0,[32],10,7476
258,259.0,203.0,[52],5,7476
259,260.0,213.0,[8],5,7476
260,261.0,223.0,[64],5,7476
261,262.0,234.0,[32],5,7476
262,263.0,246.0,[8],5,7476
263,264.0,258.0,[48],5,7476
264,265.0,270.0,[8],5,7476
265,266.0,238.0,[48],5,7476
266,267.0,185.0,[64],10,7476
267,268.0,144.0,[16],10,7476
268,269.0,117.0,[16],10,7476
269,270.0,91.0,[64],10,7476
270,271.0,66.0,[32],10,7476
271,272.0,70.0,[16],10,7476
272,273.0,45.0,[48],10,7476
273,274.0,21.0,[32],10,7476
274,275.0,0.0,[16],10,7476
275,276.0,0.0,[32],10,7476
276,277.0,0.0,[52],10,7476
277,278.0,0.0,[48],10,7476
278,279.0,0.0,[16],10,7476
279,280.0,0.0,[16],10,7476
280,281.0,0.0,[52],10,7476
281,282.0,0.0,[8],10,7476
282,283.0,0.0,[32],10,7476
283,284.0,0.0,[8],10,7476
284,285.0,0.0,[48],10,7476
285,286.0,0.0,[48],10,7476
286,287.0,0.0,[52],10,7476
287,288.0,0.0,[8],10,7476
288,289.0,0.0,[32],10,7476
289,290.0,0.0,[8],10,7476
290,291.0,1.0,[64],10,7476
291,292.0,2.0,[48],10,7476
292,293.0,5.0,[16],10,7476
293,294.0,8.0,[8],10,7476
294,295.0,11.0,[16],10,7476
295,296.0,14.0,[48],10,7476
296,297.0,18.0,3,10,7476
297,298.0,22.0,[8],10,7476
298,299.0,26.0,[32],10,7476
299,300.0,31.0,[16],10,7476
300,301.0,36.0,[64],10,7476
301,302.0,41.0,[16],10,7476
302,303.0,46.0,[24],10,7476
303,304.0,51.0,[32],10,7476
304,305.0,57.0,[64],10,7476
305,306.0,63.0,[8],10,7476
306,307.0,69.0,[32],10,7476
307,308.0,75.0,[48],10,7476
308,309.0,81.0,[64],10,7476
309,310.0,88.0,[24],10,7476
310,311.0,96.0,[52],10,7476
311,312.0,105.0,[16],10,7476
312,313.0,115.0,[48],10,7476
313,314.0,126.0,[32],10,7476
314,315.0,138.0,[52],10,7476
315,316.0,150.0,[64],10,7476
316,317.0,162.0,[24],10,7476
317,318.0,175.0,[32],10,7476
318,319.0,159.0,[8],10,7476
319,320.0,116.0,[32],10,7476
320,321.0,85.0,[16],10,7476
321,322.0,59.0,[24],10,7476
322,323.0,58.0,[52],10,7476
323,324.0,66.0,[48],10,7476
324,325.0,72.0,[64],10,7476
325,326.0,79.0,[52],10,7476
326,327.0,87.0,[52],10,7476
327,328.0,95.0,[48],10,7476
328,329.0,103.0,[24],10,7476
329,330.0,111.0,[64],10,7476
330,331.0,119.0,[32],10,7476
331,332.0,127.0,[24],10,7476
332,333.0,135.0,[52],10,7476
333,334.0,144.0,[52],10,7476
334,335.0,153.0,[48],10,7476
335,336.0,162.0,[52],10,7476
336,337.0,171.0,[64],10,7476
337,338.0,180.0,[64],10,7476
338,339.0,189.0,[64],10,7476
339,340.0,198.0,[64],10,7476
340,341.0,207.0,[8],5,7476
341,342.0,216.0,[24],5,7476
342,343.0,225.0,[32],5,7476
343,344.0,234.0,[48],5,7476
344,345.0,243.0,[24],5,7476
345,346.0,252.0,[24],5,7476
346,347.0,261.0,[52],5,7476
347,348.0,270.0,[48],5,7476
348,349.0,279.0,[64],5,7476
349,350.0,288.0,[64],5,7476
350,351.0,297.0,[24],5,7476
351,352.0,306.0,[24],5,7476
352,353.0,271.0,[8],5,7476
353,354.0,236.0,[24],5,7476
354,355.0,200.0,[48],-10,7476
355,356.0,163.0,[64],10,7476
356,357.0,128.0,[32],10,7476
357,358.0,93.0,[64],10,7476
358,359.0,59.0,[16],10,7476
359,360.0,62.0,[16],10,7476
360,361.0,30.0,[52],10,7476
361,362.0,4.0,[8],10,7476
362,363.0,7.0,[32],10,7476
363,364.0,10.0,[32],10,7476
364,365.0,13.0,[32],10,7476
365,366.0,5.0,[16],10,7476
366,367.0,6.0,[64],10,7476
367,368.0,7.0,[64],10,7476
368,369.0,9.0,[16],10,7476
369,370.0,11.0,[64],10,7476
370,371.0,14.0,[16],10,7476
371,372.0,17.0,[32],10,7476
372,373.0,20.0,[32],10,7476
373,374.0,23.0,[16],10,7476
374,375.0,27.0,[8],10,7476
375,376.0,31.0,[64],10,7476
376,377.0,35.0,[32],10,7476
377,378.0,39.0,[64],10,7476
378,379.0,44.0,[24],10,7476
379,380.0,49.0,[32],10,7476
380,381.0,54.0,[32],10,7476
381,382.0,60.0,[8],10,7476
382,383.0,66.0,[8],10,7476
383,384.0,73.0,[52],10,7476
384,385.0,80.0,[24],10,7476
385,386.0,87.0,[16],10,7476
386,387.0,95.0,[16],10,7476
387,388.0,103.0,[52],10,7476
388,389.0,112.0,[16],10,7476
389,390.0,121.0,[32],10,7476
390,391.0,131.0,[24],10,7476
391,392.0,141.0,[52],10,7476
392,393.0,152.0,[52],10,7476
393,394.0,164.0,[8],10,7476
394,395.0,176.0,[24],10,7476
395,396.0,190.0,[64],10,7476
396,397.0,205.0,[32],5,7476
397,398.0,221.0,[16],5,7476
398,399.0,237.0,[32],5,7476
399,400.0,253.0,[8],5,7476
400,401.0,270.0,[8],5,7476
401,402.0,287.0,[64],5,7476
402,403.0,305.0,[16],5,7476
403,404.0,324.0,[52],5,7476
404,405.0,343.0,[52],5,7476
405,406.0,363.0,[52],5,7476
406,407.0,383.0,[8],5,7476
407,408.0,404.0,[24],5,7476
408,409.0,425.0,[48],5,7476
409,410.0,406.0,[8],5,7476
410,411.0,389.0,[64],5,7476
411,412.0,408.0,[52],5,7476
412,413.0,427.0,[24],5,7476
413,414.0,446.0,[8],5,7476
414,415.0,411.0,[52],5,7476
415,416.0,382.0,[48],5,7476
416,417.0,361.0,[32],5,7476
417,418.0,341.0,[52],5,7476
418,419.0,321.0,[32],5,7476
419,420.0,302.0,[64],5,7476
420,421.0,283.0,[16],5,7476
421,422.0,296.0,[16],5,7476
422,423.0,277.0,[24],5,7476
423,424.0,261.0,[24],5,7476
424,425.0,252.0,[48],5,7476
425,426.0,265.0,[48],5,7476
426,427.0,278.0,[8],5,7476
427,428.0,291.0,[24],5,7476
428,429.0,306.0,[8],5,7476
429,430.0,321.0,[32],5,7476
430,431.0,338.0,[8],5,7476
431,432.0,355.0,[52],5,7476
432,433.0,373.0,[48],5,7476
433,434.0,392.0,[16],5,7476
434,435.0,411.0,[32],5,7476
435,436.0,431.0,[48],5,7476
436,437.0,452.0,[24],5,7476
437,438.0,474.0,[52],5,7476
438,439.0,496.0,[64],5,7476
439,440.0,518.0,[8],-1,7476
440,441.0,540.0,[24],-1,7476
441,442.0,562.0,[16],-1,7476
442,443.0,584.0,[64],-1,7476
443,444.0,606.0,[48],-1,7476
444,445.0,628.0,[48],-1,7476
445,446.0,650.0,[52],-1,7476
446,447.0,662.0,[8],-1,7476
447,448.0,683.0,[8],-1,7476
448,449.0,704.0,[48],-1,7476
449,450.0,725.0,[32],-1,7476
450,451.0,746.0,[8],-1,7476
451,452.0,767.0,[52],-1,7476
452,453.0,788.0,[16],-1,7476
453,454.0,810.0,[32],-1,7476
454,455.0,834.0,[24],-1,7476
455,456.0,817.0,[16],-1,7476
456,457.0,819.0,[24],-1,7476
457,458.0,842.0,[24],-1,7476
458,459.0,859.0,[8],-1,7476
459,460.0,878.0,[32],-1,7476
460,461.0,898.0,[52],-1,7476
461,462.0,919.0,[8],-1,7476
462,463.0,940.0,[48],-1,7476
463,464.0,961.0,[52],-1,7476
464,465.0,983.0,[32],-1,7476
465,466.0,1005.0,[64],-1,7476
466,467.0,1027.0,[24],-1,7476
467,468.0,1049.0,[32],-1,7476
468,469.0,1071.0,[52],-1,7476
469,470.0,1093.0,[24],-1,7476
470,471.0,1115.0,[8],-1,7476
471,472.0,1137.0,[52],-1,7476
472,473.0,1159.0,[52],-1,7476
473,474.0,1181.0,[52],-1,7476
474,475.0,1203.0,[52],-1,7476
475,476.0,1225.0,[32],-1,7476
476,477.0,1247.0,[64],-1,7476
477,478.0,1269.0,[8],-1,7476
478,479.0,1291.0,[8],-1,7476
479,480.0,1313.0,[52],-1,7476
480,481.0,1335.0,[24],-1,7476
481,482.0,1357.0,[8],-1,7476
482,483.0,1379.0,[48],-1,7476
483,484.0,1401.0,[32],-1,7476
484,485.0,1423.0,[32],-1,7476
485,486.0,1445.0,[16],-1,7476
486,487.0,1467.0,[8],-1,7476
487,488.0,1489.0,[64],-1,7476
488,489.0,1511.0,[48],-1,7476
489,490.0,1533.0,[16],-1,7476
490,491.0,1555.0,[48],-1,7476
491,492.0,1577.0,[32],-1,7476
492,493.0,1599.0,[64],-1,7476
493,494.0,1621.0,[8],-1,7476
494,495.0,1643.0,[52],-1,7476
495,496.0,1665.0,[16],-1,7476
496,497.0,1687.0,[48],-1,7476
497,498.0,1709.0,[32],-1,7476
498,499.0,1731.0,[52],-1,7476
499,500.0,1707.0,[8],-1,7476
500,501.0,1682.0,[8],-1,7476
501,502.0,1704.0,[32],-1,7476
502,503.0,1726.0,[24],-1,7476
503,504.0,1749.0,[32],-1,7476
504,505.0,1772.0,[48],-1,7476
505,506.0,1795.0,[64],-1,7476
506,507.0,1818.0,[24],-1,7476
507,508.0,1841.0,[8],-1,7476
508,509.0,1864.0,[48],-1,7476
509,510.0,1887.0,[32],-1,7476
510,511.0,1910.0,[16],-1,7476
511,512.0,1933.0,[52],-1,7476
512,513.0,1956.0,[32],-1,7476
513,514.0,1979.0,[24],-1,7476
514,515.0,2002.0,[8],-1,7476
515,516.0,2025.0,[24],-1,7476
516,517.0,2048.0,[32],-1,7476
517,518.0,2071.0,[52],-1,7476
518,519.0,2094.0,3,-1,7476
519,520.0,2117.0,[8],-1,7476
520,521.0,2140.0,[16],-1,7476
521,522.0,2163.0,[64],-1,7476
522,523.0,2186.0,[48],-1,7476
523,524.0,2209.0,[24],-1,7476
524,525.0,2232.0,[32],-1,7476
525,526.0,2255.0,[64],-1,7476
526,527.0,2278.0,[48],-1,7476
527,528.0,2301.0,[8],-1,7476
528,529.0,2325.0,[32],-1,7476
529,530.0,2349.0,[48],-1,7476
